           time    cpu  task name                       wait time  sch delay   run time
                        [tid/pid]                          (msec)     (msec)     (msec)
   12684.573249 [0002]  budgie-wm[1560]                    13.127      0.008      0.095 
   12684.573250 [0000]  Xorg[1087]                          0.075      0.005      0.016 
   12684.573251 [0006]  <idle>                              0.910      0.000     13.937 
   12684.573301 [0006]  tilix[2046]                        13.937      0.005      0.050 
   12684.574301 [0002]  <idle>                              0.095      0.000      1.051 
   12684.574326 [0000]  <idle>                              0.016      0.000      1.075 
   12684.574328 [0002]  budgie-wm[1560]                     1.051      0.005      0.027 
   12684.574339 [0000]  Xorg[1087]                          1.075      0.004      0.012 
   12684.574340 [0002]  <idle>                              0.027      0.000      0.011 
   12684.574574 [0000]  <idle>                              0.012      0.000      0.235 
   12684.574579 [0002]  budgie-wm[1560]                     0.011      0.006      0.239 
   12684.574586 [0000]  Xorg[1087]                          0.235      0.005      0.012 
   12684.574590 [0002]  <idle>                              0.239      0.000      0.011 
   12684.574839 [0006]  <idle>                              0.050      0.000      1.537 
   12684.574853 [0002]  budgie-wm[1560]                     0.011      0.008      0.262 
   12684.574899 [0001]  <idle>                              0.004      0.000     14.679 
   12684.574910 [0006]  budgie-wm:cs0[1567/1560]           16.601      0.008      0.071 
   12684.574913 [0002]  <idle>                              0.262      0.000      0.060 
   12684.574918 [0001]  gfx[850]                           14.679      0.006      0.018 
   12684.574941 [0000]  <idle>                              0.012      0.000      0.354 
   12684.574950 [0002]  budgie-wm[1560]                     0.060      0.009      0.037 
   12684.574991 [0003]  <idle>                              0.018      0.000      1.838 
   12684.575016 [0002]  <idle>                              0.037      0.000      0.065 
   12684.575017 [0000]  Xorg[1087]                          0.354      0.005      0.075 
   12684.575042 [0003]  kworker/u32:13-[17311]              1.838      0.008      0.050 
   12684.575059 [0000]  <idle>                              0.075      0.000      0.042 
   12684.575074 [0006]  <idle>                              0.071      0.000      0.164 
   12684.575074 [0000]  Xorg[1087]                          0.042      0.005      0.015 
   12684.575083 [0002]  budgie-wm[1560]                     0.065      0.007      0.067 
   12684.575518 [0001]  <idle>                              0.018      0.000      0.600 
   12684.575519 [0003]  <idle>                              0.050      0.000      0.477 
   12684.575523 [0001]  gfx[850]                            0.600      0.004      0.005 
   12684.575566 [0003]  kworker/u32:13-[17311]              0.477      0.006      0.047 
   12684.576449 [0000]  <idle>                              0.015      0.000      1.374 
   12684.576464 [0006]  tilix[2046]                         1.773      0.005      1.390 
   12684.576542 [0004]  <idle>                              0.033      0.000     16.616 
   12684.576545 [0000]  Xorg[1087]                          1.374      0.006      0.096 
   12684.576576 [0001]  <idle>                              0.005      0.000      1.053 
   12684.576580 [0000]  <idle>                              0.096      0.000      0.034 
   12684.576580 [0004]  Xorg:cs0[1091/1087]                16.616      0.009      0.038 
   12684.576596 [0001]  gfx[850]                            1.053      0.004      0.019 
   12684.576679 [0004]  <idle>                              0.038      0.000      0.099 
   12684.576686 [0000]  Xorg[1087]                          0.034      0.003      0.105 
   12684.576692 [0001]  <idle>                              0.019      0.000      0.096 
   12684.576694 [0004]  Xorg:cs0[1091/1087]                 0.099      0.003      0.015 
   12684.576696 [0000]  <idle>                              0.105      0.000      0.009 
   12684.576708 [0001]  gfx[850]                            0.096      0.003      0.016 
   12684.576791 [0004]  <idle>                              0.015      0.000      0.096 
   12684.576796 [0000]  Xorg[1087]                          0.009      0.003      0.099 
   12684.576806 [0004]  Xorg:cs0[1091/1087]                 0.096      0.004      0.015 
   12684.576807 [0000]  <idle>                              0.099      0.000      0.011 
   12684.576876 [0004]  <idle>                              0.015      0.000      0.069 
   12684.576880 [0000]  Xorg[1087]                          0.011      0.003      0.072 
   12684.576889 [0004]  Xorg:cs0[1091/1087]                 0.069      0.003      0.013 
   12684.576890 [0000]  <idle>                              0.072      0.000      0.010 
   12684.576946 [0002]  <idle>                              0.067      0.000      1.862 
   12684.576994 [0002]  budgie-wm[1560]                     1.862      0.006      0.048 
   12684.577003 [0001]  <idle>                              0.016      0.000      0.294 
   12684.577019 [0001]  gfx[850]                            0.294      0.008      0.016 
   12684.577038 [0004]  <idle>                              0.013      0.000      0.149 
   12684.577046 [0000]  Xorg[1087]                          0.010      0.003      0.155 
   12684.577062 [0001]  <idle>                              0.016      0.000      0.042 
   12684.577068 [0004]  Xorg:cs0[1091/1087]                 0.149      0.003      0.029 
   12684.577069 [0000]  <idle>                              0.155      0.000      0.023 
   12684.577074 [0001]  gfx[850]                            0.042      0.004      0.011 
   12684.577083 [0002]  <idle>                              0.048      0.000      0.088 
   12684.577097 [0000]  Xorg[1087]                          0.023      0.003      0.027 
   12684.577126 [0001]  <idle>                              0.011      0.000      0.052 
   12684.577136 [0001]  gfx[850]                            0.052      0.004      0.009 
   12684.577147 [0000]  <idle>                              0.027      0.000      0.049 
   12684.577158 [0000]  Xorg[1087]                          0.049      0.003      0.011 
   12684.577169 [0002]  budgie-wm[1560]                     0.088      0.005      0.086 
   12684.577192 [0001]  <idle>                              0.009      0.000      0.056 
   12684.577196 [0001]  gfx[850]                            0.056      0.003      0.003 
   12684.577475 [0001]  <idle>                              0.003      0.000      0.279 
   12684.577478 [0001]  gfx[850]                            0.279      0.003      0.003 
   12684.580741 [0007]  <idle>                              0.004      0.000      8.000 
   12684.580749 [0007]  rcu_preempt[15]                     8.000      0.012      0.007 
   12684.584731 [0007]  <idle>                              0.007      0.000      3.981 
   12684.584735 [0007]  rcu_preempt[15]                     3.981      0.008      0.004 
   12684.589794 [0003]  <idle>                              0.047      0.000     14.227 
   12684.589795 [0000]  <idle>                              0.011      0.000     12.637 
   12684.589811 [0003]  kworker/u32:13-[17311]             14.227      0.007      0.016 
   12684.589822 [0002]  <idle>                              0.086      0.000     12.652 
   12684.589835 [0000]  Xorg[1087]                         12.637      0.007      0.039 
   12684.589898 [0000]  <idle>                              0.039      0.000      0.062 
   12684.589912 [0002]  budgie-wm[1560]                    12.652      0.006      0.090 
   12684.589921 [0006]  <idle>                              1.390      0.000     13.456 
   12684.589923 [0000]  Xorg[1087]                          0.062      0.007      0.025 
   12684.589972 [0006]  tilix[2046]                        13.456      0.006      0.051 
   12684.590964 [0002]  <idle>                              0.090      0.000      1.051 
   12684.590991 [0002]  budgie-wm[1560]                     1.051      0.005      0.026 
   12684.590991 [0000]  <idle>                              0.025      0.000      1.067 
